PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
1e-08,9.710765885636715e-08,7.628856700690775e-08,-2.6051422555733574,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
2.995e-08,9.867333403475418e-08,7.671245850201946e-08,-2.6484447128784905,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
4.9900000000000003e-08,9.566862021339126e-08,7.715324601767678e-08,-2.464233812415421,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
6.985e-08,6.609700003783584e-08,7.761075581925681e-08,-2.3415658127678025,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
8.98e-08,8.002115600015435e-08,7.80848075811151e-08,-2.6013887646497165,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
1.0975e-07,5.6669726223646314e-08,7.857521445766014e-08,-2.691428612454273,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
1.297e-07,7.591684096970032e-08,7.908178315699795e-08,-2.383106161360227,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
1.4965000000000002e-07,7.495960107640036e-08,7.960431401711722e-08,-2.818512246318821,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
1.696e-07,7.945234263101525e-08,8.01426010845852e-08,-2.538983664478339,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
1.8955e-07,8.669072798267664e-08,8.069643219572364e-08,-2.609774291019357,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
2.0950000000000002e-07,6.254080214272861e-08,8.126558906023206e-08,-2.3461350504207146,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
2.2945e-07,5.901615873975723e-08,8.184984734722609e-08,-2.466886473759321,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
2.494e-07,8.826180826959536e-08,8.244897677365649e-08,-2.6758479238789192,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
2.6935e-07,9.914366484127812e-08,8.306274119507438e-08,-2.6045545750383052,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
2.8930000000000003e-07,8.133797853353112e-08,8.369089869870658e-08,-2.431428317081616,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
3.0925e-07,7.459867494039731e-08,8.433320169880456e-08,-2.4996183544694084,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
3.292e-07,8.027555995959951e-08,8.498939703422937e-08,-2.5345569549229032,4.8082184224852214e-08,158384.58439950913,3.581839575562054,1.1957987777096433e-07,2.716364541832669e-06
