PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
3e-08,7.345040076577607e-08,8.271171340839666e-08,-2.484837363580521,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
1.877272727272727e-07,8.94967684930522e-08,8.29834152883313e-08,-2.6588791856262715,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
3.454545454545454e-07,8.64576008660915e-08,8.46469558126488e-08,-2.591752896588589,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
5.031818181818182e-07,8.017261069600987e-08,8.764405022845767e-08,-2.8457588305008845,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
6.609090909090909e-07,1.0914651211158946e-07,9.186969062950962e-08,-2.7425211507805933,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
8.186363636363635e-07,1.0434114008498147e-07,9.717582507298557e-08,-2.7887257577231965,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
9.763636363636362e-07,8.491017490542898e-08,1.0337654481165274e-07,-2.683663843146912,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
1.134090909090909e-06,8.816562628353274e-08,1.1025459789857358e-07,-2.973022033532094,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
1.2918181818181816e-06,1.433126888253358e-07,1.17569000950004e-07,-2.803243910813417,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
1.4495454545454543e-06,1.0948181268356526e-07,1.2506348237642193e-07,-2.8660445327493367,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
1.607272727272727e-06,1.6455767121280814e-07,1.324754612598377e-07,-2.869520407544114,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
1.7649999999999996e-06,1.2830654668973759e-07,1.3954524728832823e-07,-2.8505934771583017,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
1.9227272727272727e-06,1.4291222444459292e-07,1.4602513941365186e-07,-2.797966552975898,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
2.0804545454545454e-06,1.2428126492790625e-07,1.5168810444619457e-07,-2.678841448138719,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
2.238181818181818e-06,1.5371947793784413e-07,1.5633573151905547e-07,-2.7181962015256684,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
2.3959090909090908e-06,1.7885074429557325e-07,1.5980518372413789e-07,-2.7559629393965746,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
2.5536363636363634e-06,1.8006909099071184e-07,1.619749033587673e-07,-2.825973287129754,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
2.711363636363636e-06,1.573663619712124e-07,1.6276887089056713e-07,-2.7063478892626636,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
2.869090909090909e-06,1.635290402634122e-07,1.6215926842107427e-07,-2.624034674764506,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
3.0268181818181815e-06,1.5245549228038666e-07,1.601674543294667e-07,-2.748862383865173,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
3.184545454545454e-06,1.5688972876696757e-07,1.5686321494823118e-07,-2.7325492197786647,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
3.342272727272727e-06,1.4109628619923227e-07,1.5236231948948736e-07,-2.8452181252671522,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
3.5e-06,1.5645064065073176e-07,1.46822463888963e-07,-2.918808518593273,4.006319746951946e-08,189151.6695684029,3.0484503704886174,1.2270872719887185e-07,2.7085964912280703e-06
