PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
2.6e-08,9.390374084502068e-08,8.845553057935067e-08,-2.8088380741610877,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
1.8390909090909091e-07,9.401462765685889e-08,8.681641602235021e-08,-2.721436352329743,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
3.4181818181818183e-07,9.427488793898041e-08,8.689646203882346e-08,-2.6198788116008966,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
4.997272727272728e-07,8.886746423330858e-08,8.86923477803823e-08,-2.5270172797984802,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
6.576363636363637e-07,5.1076070581032047e-08,9.21295677996246e-08,-2.9194816400920196,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
8.155454545454547e-07,1.0147792870694764e-07,9.706552303836582e-08,-2.861100506458421,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
9.734545454545455e-07,9.920440609045876e-08,1.0329543679789453e-07,-2.739717486150178,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
1.1313636363636364e-06,1.0241136301856897e-07,1.1056085025692314e-07,-2.930324813227243,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
1.2892727272727274e-06,1.2671929242294122e-07,1.1856034508587758e-07,-2.883626919138046,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
1.4471818181818184e-06,1.3705883677976286e-07,1.2696204831119939e-07,-2.645404003094783,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
1.6050909090909093e-06,1.4128634066128725e-07,1.35417400643588e-07,-2.8348948887393535,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
1.763e-06,1.5057661831039861e-07,1.4357561706710997e-07,-2.670416594141474,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
1.920909090909091e-06,1.51113333522366e-07,1.5109823976645326e-07,-2.7808167827814407,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
2.078818181818182e-06,1.7324901302065023e-07,1.5767317963879683e-07,-2.793948081513995,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
2.2367272727272726e-06,1.5906267216279396e-07,1.6302766385372333e-07,-2.8958280889400605,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
2.3946363636363638e-06,1.737918397115084e-07,1.669395523091044e-07,-2.78066742227375,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
2.5525454545454545e-06,1.571713505238441e-07,1.6924655350007925e-07,-2.701229641771977,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
2.7104545454545453e-06,1.6285651001428662e-07,1.6985295746475378e-07,-2.7992995525035385,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
2.8683636363636365e-06,1.5550271956393092e-07,1.6873360647864191e-07,-2.690038696746023,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
3.0262727272727272e-06,1.6100488354626534e-07,1.659349387666766e-07,-2.788044035029331,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
3.1841818181818184e-06,1.4719379666632177e-07,1.6157306193257922e-07,-2.832045623912077,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
3.342090909090909e-06,1.5684244104863315e-07,1.55828936032726e-07,-2.7012382997525592,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
3.5e-06,1.7808352973531765e-07,1.4894086613307907e-07,-2.8942147360064117,4.161699965836659e-08,205646.47028741095,2.8113858714350104,1.2825521102329802e-07,2.6772105263157894e-06
