PulseLength_s,Magnitude_linear,Magnitude_dBm,Fit_linear,Fit_dBm,Phase_rad
1e-08,8.95562866745049e-07,-107.94777848595399,6.087103393107274e-07,-111.30148647199445,-2.230119279824456
5.995e-08,8.246251675427676e-07,-108.66456833683895,6.273525302826599e-07,-111.03946696416664,-2.2858902893564412
1.0990000000000001e-07,8.811093128123132e-07,-108.08910421323061,6.457835215273917e-07,-110.78796086495039,-2.2428178144701776
1.5985000000000005e-07,7.53548190556003e-07,-109.44747941669567,6.639906313196114e-07,-110.5464610100631,-2.302064961722702
2.0980000000000004e-07,8.21677695029935e-07,-108.69567008475411,6.81962663135887e-07,-110.31448808213476,-2.2797216701166096
2.5975000000000003e-07,7.713367064245072e-07,-109.24482006155773,6.99690045903505e-07,-110.09158613350183,-2.2526113870356843
3.097000000000001e-07,8.370001569646451e-07,-108.53518925460915,7.171649367622777e-07,-109.87731908096465,-2.245743784625359
3.596500000000001e-07,8.293834810316165e-07,-108.61459241938229,7.343812918823686e-07,-109.6712679468097,-2.142998242497446
4.0960000000000007e-07,9.238309246948024e-07,-107.67785012525535,7.513349063523055e-07,-109.4730287184742,-2.3303470743972343
4.5955000000000006e-07,8.062667166240074e-07,-108.86012540088626,7.680234236433299e-07,-109.28221073116966,-2.1861785129831883
5.095000000000001e-07,8.313293533164213e-07,-108.59423773878876,7.844463153289455e-07,-109.09843549546014,-2.214847021602746
5.594500000000001e-07,8.657918146432359e-07,-108.24143053144456,8.006048320927181e-07,-108.92133590367493,-2.3703586284474505
6.094000000000001e-07,7.844006636982929e-07,-109.0989409941239,8.165019274605798e-07,-108.7505557576932,-2.201075467625466
6.593500000000001e-07,8.205131012732436e-07,-108.70798964538294,8.321421560973467e-07,-108.58574956718556,-2.2114020092022675
7.093000000000001e-07,8.813508119650306e-07,-108.08672386434009,8.475315488876703e-07,-108.42658257245823,-2.2362300785988367
7.592500000000001e-07,9.128117655614523e-07,-107.78207545885806,8.626774673656162e-07,-108.27273095003214,-2.2047827503959962
8.092000000000001e-07,9.503398439439783e-07,-107.43212128586256,8.775884403554194e-07,-108.12388216230325,-2.2705301812302006
8.591500000000002e-07,9.018293893750062e-07,-107.88721235818258,8.922739859322108e-07,-107.97973541530637,-2.1655569346477344
9.091000000000001e-07,9.083915018037107e-07,-107.82423879037668,9.067444220009608e-07,-107.84000219093615,-2.069540241155435
9.590500000000002e-07,8.536456769763102e-07,-108.36414713696199,9.210106689214166e-07,-107.70440682211893,-2.1428597158349336
1.009e-06,9.868382243071555e-07,-107.10478078022545,9.350840476746392e-07,-107.57268708150676,-2.243932167581597
1.05895e-06,9.817288326768975e-07,-107.14986912132746,9.489760770723927e-07,-107.44459475638244,-2.2482612487000377
1.1089e-06,8.658356985104688e-07,-108.24099028615527,9.626982734548737e-07,-107.31989618469669,-2.1579771241392622
1.1588500000000001e-06,9.104412980553478e-07,-107.80466105727079,9.762619562070072e-07,-107.19837272956227,-2.320884500865358
1.2088000000000002e-06,9.614803307606022e-07,-107.3308919594315,9.896780622518236e-07,-107.07982117213247,-2.2111615457571503
1.25875e-06,8.807098552112323e-07,-108.09304292017683,1.0029569724553276e-06,-106.96405400560486,-2.290255561879045
1.3087e-06,9.937225826602083e-07,-107.04439685512406,1.0161083526057439e-06,-106.85089961610043,-2.1846385704158924
1.3586500000000001e-06,8.862538152220647e-07,-108.0385376876884,1.0291410113168744e-06,-106.74020233934422,-2.2251204895419474
1.4086000000000002e-06,9.393781923092608e-07,-107.53289056724344,1.0420627768569778e-06,-106.63182238536953,-2.211594798286797
1.4585500000000002e-06,1.050076365606611e-06,-106.56528236756942,1.0548803945281156e-06,-106.52563562682087,-2.2696225608632616
1.5085e-06,9.984564409627557e-07,-107.00311758485734,1.0675994458236938e-06,-106.42153324977642,-2.220485563517737
1.55845e-06,9.809476078622774e-07,-107.15678379431228,1.0802242901816264e-06,-106.31942126926988,-2.1878196506418632
1.6084000000000001e-06,9.664338362802808e-07,-107.28625750663184,1.092758029734931e-06,-106.21921991479105,-2.1151241985864386
1.6583500000000002e-06,1.052884953735648e-06,-106.54208165454874,1.1052024970482983e-06,-106.12086289391277,-2.2688683668290173
1.7083000000000002e-06,1.0208808524007625e-06,-106.81019887771143,1.1175582654258126e-06,-106.0242965447614,-2.210506030016477
1.75825e-06,1.0775064674831047e-06,-106.34130233150677,1.1298246809886303e-06,-105.92947889026475,-2.1499192455695892
1.8082000000000001e-06,1.0145645695006114e-06,-106.86410620600823,1.141999915358795e-06,-105.8363786089326,-2.1889276342342825
1.8581500000000002e-06,1.1130496598414108e-06,-106.05940921822985,1.1540810374525098e-06,-105.7449739383214,-2.1929298562233894
1.9081000000000004e-06,1.1084203590637817e-06,-106.09561016041552,1.1660641025885619e-06,-105.65525152829204,-2.137833262244604
