PulseLength_s,Magnitude_linear,Magnitude_dBm,Fit_linear,Fit_dBm,Phase_rad
1e-08,9.094524743397705e-07,-107.8140998658875,9.194022998180015e-07,-107.71958832792583,2.2353212500483752
1.0995e-07,1.0275345714748262e-06,-106.75377119009794,9.275592959898869e-07,-107.64286639787579,2.2585749245739226
2.0990000000000002e-07,9.833925881815145e-07,-107.13516142947968,9.365337837486235e-07,-107.55923107585225,2.2840333655902607
3.0985000000000004e-07,1.008668833557921e-06,-106.9147280043689,9.463231517456807e-07,-107.46891073910925,2.324557733297222
4.0980000000000003e-07,1.0052053647078482e-06,-106.9446040888651,9.569214498515742e-07,-107.37217425116955,2.3295714099820874
5.097500000000001e-07,1.0152030095353168e-06,-106.85864211256016,9.683199239435999e-07,-107.2693226854493,2.2592374328813385
6.097000000000001e-07,9.294484566969058e-07,-107.6251938307616,9.805071746064402e-07,-107.16068452631143,2.203974737855767
7.096500000000001e-07,9.85352783175193e-07,-107.11786509115372,9.934692353437728e-07,-107.04661158530024,2.210136903914154
8.096e-07,9.316230090445674e-07,-107.60489592103886,1.0071896256814694e-06,-106.92747516785523,2.3233402378630053
9.0955e-07,1.01212601610041e-06,-106.8850082776739,1.0216493970502833e-06,-106.80366238276895,2.20156400022044
1.0095e-06,1.0286565292449568e-06,-106.74429230232951,1.0368271787835327e-06,-106.67557258299561,2.3696531329006976
1.10945e-06,1.0937104729951088e-06,-106.21165262758124,1.0526992276927272e-06,-106.54361395701389,2.2303613783995635
1.2094e-06,1.0586536762149628e-06,-106.49462184419079,1.0692394830022853e-06,-106.40820029843366,2.239038018973404
1.30935e-06,1.069654076139225e-06,-106.40483303383849,1.0864196275984993e-06,-106.2697479812016,2.2782124286615333
1.4093e-06,1.158810979546848e-06,-105.70944801493454,1.1042091561000563e-06,-106.12867316360013,2.276445527127678
1.50925e-06,1.1207424795968253e-06,-105.99958337644136,1.1225754499929168e-06,-105.98538923846087,2.3136474034319248
1.6092e-06,1.1342476248169964e-06,-105.89554247335735,1.1414838599035383e-06,-105.8403045407534,2.2948251797370514
1.70915e-06,1.2063794714044813e-06,-105.3600212767522,1.1608977949686934e-06,-105.6938203175805,2.2934340475466217
1.8091e-06,1.1796993768956814e-06,-105.55427304281585,1.1807788191755092e-06,-105.54632895997499,2.2379347332374335
1.90905e-06,1.1960585142311618e-06,-105.43465150405689,1.2010867544798288e-06,-105.39821249095347,2.299602240646992
2.009e-06,1.2243649251735162e-06,-105.23148244912383,1.2217797904578334e-06,-105.24984130014022,2.281311775803125
2.10895e-06,1.1967618319957434e-06,-105.42954544528469,1.2428146002010964e-06,-105.10157311196012,2.263647981534213
2.2089e-06,1.1921202586218634e-06,-105.46329867652618,1.2641464621264843e-06,-104.95375217189407,2.257191019470134
2.30885e-06,1.3007098359032066e-06,-104.70609155595662,1.2857293873381174e-06,-104.80670863353957,2.344281109147416
2.4088e-06,1.166704298117104e-06,-105.65048408730166,1.3075162521480657e-06,-104.66075812814782,2.3580363838429275
2.50875e-06,1.3240065110609613e-06,-104.5518976266205,1.3294589353350021e-06,-104.51620149782855,2.2615312951118898
2.6087e-06,1.415341885799797e-06,-103.97247285489237,1.351508459695344e-06,-104.37332467363078,2.295039989664687
2.70865e-06,1.3879117499596018e-06,-104.14246299366413,1.3736151374192299e-06,-104.23239868013091,2.3516561135899092
2.8086e-06,1.3479079926999133e-06,-104.39649507217021,1.3957287188039478e-06,-104.0936797488983,2.2731015682854143
2.90855e-06,1.340228149345297e-06,-104.44612533624891,1.4177985437999889e-06,-103.95740952418473,2.2783440679907607
3.0085e-06,1.343823582405798e-06,-104.42285488056086,1.4397736958698232e-06,-103.82381534532482,2.2300808877610625
3.10845e-06,1.4243197972205727e-06,-103.91754982791565,1.461603157626661e-06,-103.69311059157793,2.3419487684383316
3.2084e-06,1.4597180328505184e-06,-103.70432057977484,1.4832359677099745e-06,-103.5654950764379,2.3169455715351406
3.3083500000000003e-06,1.511351105191704e-06,-103.40239268465218,1.5046213783463408e-06,-103.4411554797411,2.2968337895482387
3.4083e-06,1.5535774157209425e-06,-103.16304205751752,1.5257090130382906e-06,-103.3202658071847,2.2829121095492906
3.5082500000000002e-06,1.4516755326963517e-06,-103.75230890211732,1.5464490238202775e-06,-103.20298786809826,2.3304855517536023
3.6082e-06,1.5327719139994398e-06,-103.28014936455303,1.5667922475196574e-06,-103.08947176347655,2.379061986012088
3.7081500000000002e-06,1.488230222414701e-06,-103.53629764778722,1.5866903604616537e-06,-102.97985637736558,2.28483685865407
3.8081e-06,1.605579282444255e-06,-102.87706493122785,1.6060960310607008e-06,-102.87426986569123,2.2888073038056778
3.90805e-06,1.7672466664356963e-06,-102.04375662090563,1.6249630697462677e-06,-102.77283013752587,2.314017085566229
4.008e-06,1.5804607787603277e-06,-103.01402558909614,1.643246575679251e-06,-102.67564532460304,2.2910982634273345
4.10795e-06,1.6740065771110596e-06,-102.51455684360332,1.660903079725266e-06,-102.58281423561579,2.3512788371281013
4.2079e-06,1.7974516528698828e-06,-101.89655568867855,1.6778906831636047e-06,-102.49442679247372,2.2778502966294694
4.30785e-06,1.672916945229408e-06,-102.52021243898298,1.6941691916252104e-06,-102.41056444625241,2.3262118900611566
4.4078e-06,1.7127074031035064e-06,-102.31603654437069,1.7097002437697103e-06,-102.3313005710528,2.2913594645943243
4.50775e-06,1.6279553585665557e-06,-102.75685021158435,1.7244474342302524e-06,-102.2567008344028,2.3516014934178053
4.6077e-06,1.7700281477843488e-06,-102.03009658809896,1.7383764303755513e-06,-102.18682354318574,2.312413520635947
4.70765e-06,1.8102951644167176e-06,-101.8347122164023,1.7514550824610582e-06,-102.1217199643761,2.2655115113045454
4.8076e-06,1.778632079350075e-06,-101.98797762393278,1.7636535267654604e-06,-102.06143462010998,2.3045559991184414
4.90755e-06,1.766226935953479e-06,-102.04876996905631,1.774944281334668e-06,-102.00600555681909,2.3710633518896413
5.0075e-06,1.7093992828978158e-06,-102.33282969467439,1.7853023339829518e-06,-101.95546458832176,2.3204913657536017
5.1074500000000005e-06,1.7572158909718707e-06,-102.09319760232324,1.7947052222298522e-06,-101.9098375128948,2.306628909409715
5.2074e-06,1.7908230531599793e-06,-101.9286465154652,1.8031331048817422e-06,-101.86914430445297,2.3347056812187748
5.30735e-06,1.7934641769078875e-06,-101.91584591547182,1.810568824998405e-06,-101.83339927804155,2.244714393156606
5.4073e-06,1.8631830367407111e-06,-101.58458961272723,1.8169979640174937e-06,-101.80261122990686,2.313995136731102
5.5072500000000005e-06,1.8600688841949357e-06,-101.59911948726206,1.8224088868431901e-06,-101.77678355245305,2.277310469379989
5.6072e-06,1.8337183422704546e-06,-101.72304746020859,1.8267927777396029e-06,-101.75591432442486,2.3313016576107763
5.70715e-06,1.827054775347376e-06,-101.7546686882688,1.8301436669042901e-06,-101.73999637667798,2.2593930375962357
5.8071e-06,1.8102566508441246e-06,-101.83489700847718,1.8324584476326408e-06,-101.72901733391495,2.3229893658991476
5.9070500000000005e-06,1.8314814395607763e-06,-101.73364960668694,1.83373688401951e-06,-101.72295963277728,2.3099796589752435
6.007e-06,1.8045391438478178e-06,-101.86237390012437,1.8339816091803674e-06,-101.72180051669683,2.3164632767814437
6.10695e-06,1.8781860807635826e-06,-101.5149276900259,1.833198114010102e-06,-101.7255120079234,2.2734550487586223
6.2069e-06,1.829867044090781e-06,-101.74130933197992,1.8313947265333846e-06,-101.7340608571645,2.2854075475768565
6.3068500000000004e-06,1.8490755386825987e-06,-101.65060697579689,1.828582581935991e-06,-101.74740847129829,2.308044855495367
6.4068e-06,1.8187276634854476e-06,-101.79434659095527,1.8247755834015442e-06,-101.76551081965559,2.3540831260121067
6.50675e-06,1.84603766584957e-06,-101.66488888416967,1.8199903539126395e-06,-101.7883183194127,2.3816882567994804
6.606700000000001e-06,1.8214771417238958e-06,-101.78122553301442,1.8142461792090946e-06,-101.81577570069763,2.2764777071241893
6.70665e-06,1.8124228903430382e-06,-101.82450927241284,1.8075649421289868e-06,-101.84782185208859,2.2947407572311245
6.8066e-06,1.817328010516775e-06,-101.80103363477855,1.7999710485900693e-06,-101.88438964727956,2.310064482179017
6.90655e-06,1.8632125378768308e-06,-101.58445208378947,1.7914913454999654e-06,-101.92540575380532,2.267467357121749
7.006500000000001e-06,1.7794560638504677e-06,-101.9839546552632,1.7821550309130725e-06,-101.97079042485952,2.2877439007095846
7.10645e-06,1.798331869075876e-06,-101.89230322969209,1.771993556780297e-06,-102.02045727540784,2.272058517781351
7.2064e-06,1.7237643294741252e-06,-102.26014225448208,1.7610405246644054e-06,-102.07431304399613,2.3696593035185383
7.30635e-06,1.633625254716067e-06,-102.72665126962187,1.749331574818871e-06,-102.13225734188205,2.316953270544934
7.4063000000000006e-06,1.689759151199003e-06,-102.43320390090199,1.7369042690514818e-06,-102.1941823913831,2.278478715472006
7.50625e-06,1.7231252220534383e-06,-102.26336325504133,1.7237979678155668e-06,-102.25997275563262,2.319896737965293
7.6062e-06,1.7710675996917514e-06,-102.02499728242924,1.7100537019914235e-06,-102.32950506227345,2.359871027214546
7.70615e-06,1.7168709876840735e-06,-102.29494680690927,1.6957140398383088e-06,-102.40264772399429,2.3092588860856007
7.8061e-06,1.7252296554965984e-06,-102.25276174820328,1.6808229496131119e-06,-102.47926065923028,2.296156938977553
7.90605e-06,1.7134230628904868e-06,-102.31240787810698,1.6654256583655175e-06,-102.55919501680269,2.3343530668300696
8.006000000000001e-06,1.5770763292256865e-06,-103.03264577653724,1.6495685074310522e-06,-102.64229290876474,2.250940284611367
8.10595e-06,1.5829165033246484e-06,-103.00053990279955,1.6332988051528017e-06,-102.72838715624573,2.309284736050639
8.2059e-06,1.8002886260888186e-06,-101.88285728941536,1.616664677369847e-06,-102.81730105364008,2.328161024639889
8.305850000000001e-06,1.6503127695340623e-06,-102.63837484138259,1.599714916215484e-06,-102.90884815706549,2.260069821275416
8.4058e-06,1.6696778318598206e-06,-102.53704642092586,1.5824988277711176e-06,-103.00283210360361,2.3272958305145517
8.50575e-06,1.5084779384779922e-06,-103.41892078353226,1.5650660791223534e-06,-103.09904646842817,2.327017025463699
8.6057e-06,1.5744420650835095e-06,-103.04716635365753,1.5474665453622172e-06,-103.19727466750267,2.307404396969601
8.70565e-06,1.6061228185015394e-06,-102.87412499837943,1.529750157082694e-06,-103.29728991407414,2.277884682591343
8.805600000000001e-06,1.5402454727711103e-06,-103.23790122436664,1.5119667488898894e-06,-103.39885523768115,2.3263911387074883
8.90555e-06,1.4562197198889219e-06,-103.72516188535744,1.494165909470115e-06,-103.50172357480511,2.307237912318468
9.0055e-06,1.52965655808445e-06,-103.29782138350265,1.4763968337241638e-06,-103.60563794059843,2.3373145503141393
9.105450000000001e-06,1.4296346014643086e-06,-103.88519902616778,1.4587081774750064e-06,-103.71033169128498,2.2507025184104084
9.2054e-06,1.4761747008309064e-06,-103.6069448839032,1.4411479152401615e-06,-103.81552888681894,2.295264500065201
9.30535e-06,1.517339521259274e-06,-103.36804464765008,1.4237632015441944e-06,-103.92094476316275,2.2933867717623757
9.4053e-06,1.3413654488659578e-06,-104.4387577331037,1.4066002362292078e-06,-104.0262863230746,2.2942401574813815
9.50525e-06,1.3332973612013692e-06,-104.49115965183157,1.3897041342019085e-06,-104.13125305353714,2.288638816721771
9.6052e-06,1.3609621473419773e-06,-104.31277911797264,1.3731188000350155e-06,-104.23553777688191,2.2765728369732634
9.70515e-06,1.334004102580085e-06,-104.48655673922856,1.356886807818412e-06,-104.33882764123729,2.295992457918761
9.8051e-06,1.3641146883843314e-06,-104.29268233726535,1.341049286631773e-06,-104.44080525413035,2.2841335252595805
9.905050000000001e-06,1.2267913141685497e-06,-105.21428619408672,1.3256458119854186e-06,-104.54114996089372,2.2663536629600474
1.0005e-05,1.2721249177716484e-06,-104.89910485429456,1.3107143035500487e-06,-104.6395392669681,2.296517041276657
1.010495e-05,1.2293366644955158e-06,-105.19628335373233,1.2962909294688973e-06,-104.73565040026897,2.331536551799322
1.0204900000000001e-05,1.2596470935524398e-06,-104.98472226466657,1.2824100175178321e-06,-104.82916200653628,2.269017047183569
1.030485e-05,1.3145817453590958e-06,-104.61394809826992,1.2691039733501344e-06,-104.91975596706928,2.2883708380071845
