PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
1e-08,8.874749765578127e-08,9.511203252312442e-08,-2.4687351892762894,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
2.595e-07,8.794699065575732e-08,9.74078112299251e-08,-2.672905003993927,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
5.09e-07,1.461575449524992e-07,1.007966457699725e-07,-2.5450863012443534,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
7.585e-07,7.387449912703369e-08,1.0515100534507818e-07,-2.5281974238691345,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
1.008e-06,9.804978051141103e-08,1.1030702389874088e-07,-2.7313442635373035,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
1.2574999999999998e-06,1.0635682194287847e-07,1.1607066682884224e-07,-2.4770592835004397,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
1.507e-06,1.4332673078807678e-07,1.2222503302242944e-07,-2.7733015370820797,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
1.7565e-06,1.2175356790815493e-07,1.285385174177219e-07,-2.684661262206865,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
2.006e-06,1.397171304832626e-07,1.3477352691456452e-07,-2.7247839153848337,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
2.2555e-06,1.5098395151276842e-07,1.4069542163058836e-07,-2.6510274746534166,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
2.5049999999999997e-06,1.3398776365108496e-07,1.4608134501998162e-07,-2.755412116374277,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
2.7545e-06,1.5498666226480286e-07,1.5072861055417108e-07,-2.6886235728207097,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
3.004e-06,1.466951446864817e-07,1.5446232935145864e-07,-2.696035413286137,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
3.2535e-06,1.6026593177157227e-07,1.5714199170775507e-07,-2.8221817633997026,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
3.503e-06,1.5289654670303832e-07,1.5866675484801914e-07,-2.765605964809925,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
3.7525e-06,1.6706969342569268e-07,1.5897923790634304e-07,-2.5487386808048687,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
4.002e-06,1.608355174658111e-07,1.5806768131955611e-07,-2.7874935895396993,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
4.2515e-06,1.5699672805564054e-07,1.5596638937065986e-07,-2.786730187013094,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
4.501e-06,1.4156119727329222e-07,1.5275443922801494e-07,-2.795771364187654,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
4.7505e-06,1.4834414325480219e-07,1.4855270506254714e-07,-2.7826694169613124,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
5e-06,1.4934641584322515e-07,1.4351930923330513e-07,-2.73625505787437,3.2562985648643574e-08,123941.08249878665,3.4086062105052277,1.2645322939184232e-07,3.7045192307692312e-06
