PulseLength_s,Magnitude_linear,Magnitude_dBm,Fit_linear,Fit_dBm,Phase_rad
1e-08,9.804899250633603e-07,-107.16083733390867,1.023536640912805e-06,-106.78763215739241,1.9187888014442296
1.995e-08,1.0683740758852592e-06,-106.41523321707312,1.0206780655500075e-06,-106.81192440637093,2.0309413309875914
2.9899999999999996e-08,9.840960850754619e-07,-107.128949961302,1.0193538626061008e-06,-106.82320058502859,1.910075657530928
3.985e-08,1.0849462225752278e-06,-106.28153580165343,1.0197030951660513e-06,-106.82022529246322,1.9555208352297437
4.9799999999999996e-08,9.829645031151874e-07,-107.1389433465252,1.0217791820215468e-06,-106.80255904306807,2.0751649970572266
5.975e-08,1.103616419169584e-06,-106.13333698101746,1.0256045303946092e-06,-106.77010143167045,1.9685689465782477
6.97e-08,1.0213591666835609e-06,-106.8061302225976,1.0311839776749692e-06,-106.72297691497549,1.9251332664327223
7.964999999999999e-08,1.0131531339019146e-06,-106.87619820066897,1.0385094531945971e-06,-106.66149096091011,1.9888349758397834
8.96e-08,1.0826116486038048e-06,-106.30024612997119,1.047561992082593e-06,-106.58610538629254,1.991619228109599
9.955e-08,1.0556474402766774e-06,-106.51932206402122,1.058312792745427e-06,-106.49741912630634,2.0015526633558345
1.095e-07,1.0723333697762355e-06,-106.38310362452688,1.0707238936965033e-06,-106.39615015806592,2.0729866902087024
1.1945e-07,1.055300455248052e-06,-106.52217753354583,1.0847486939665865e-06,-106.28311732510788,1.992812993269449
1.294e-07,1.0541897031589631e-06,-106.53132464514933,1.1003324126461145e-06,-106.1592219189366,2.0778813182501006
1.3935000000000001e-07,1.038738621727245e-06,-106.6595744516446,1.1174125306331372e-06,-106.02542929900557,2.0886034004973255
1.493e-07,1.1842566318032815e-06,-105.52078353449046,1.1359192344540362e-06,-105.8827509735695,2.0498717579701724
1.5925e-07,1.1468501455516811e-06,-105.79956656261027,1.1557758711006608e-06,-105.73222757242311,2.0969183346268427
1.692e-07,1.1476458315509032e-06,-105.79354237157065,1.1768994174295342e-06,-105.5749130859293,2.0576693023878816
1.7915e-07,1.220126415955213e-06,-105.26160344777473,1.1992009648993936e-06,-105.41186065772462,2.0831436472920477
1.8910000000000002e-07,1.1517249350459918e-06,-105.7627246535555,1.2225862189630815e-06,-105.24411012140128,2.11698590937161
