PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
1e-08,9.28412713296352e-08,9.065471140985383e-08,2.044275074061433,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
2.995e-08,6.47094302352767e-08,9.06146519737138e-08,2.03101753214218,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
4.9900000000000003e-08,6.82093198298347e-08,9.061261706953244e-08,2.1679586390468364,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
6.985e-08,7.695951963675765e-08,9.064861120284647e-08,2.057484109902946,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
8.98e-08,7.211282747327564e-08,9.072255467806553e-08,1.6051650706448075,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
1.0975e-07,1.0437692879816117e-07,9.08342837749283e-08,1.8191997096979464,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
1.297e-07,7.640048651315061e-08,9.098355111100006e-08,2.030423198891724,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
1.4965000000000002e-07,7.460775428588184e-08,9.117002618940876e-08,1.7045150835600098,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
1.696e-07,8.811840511518906e-08,9.139329613060727e-08,1.9809030874501181,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
1.8955e-07,8.621088107397868e-08,9.165286658654113e-08,1.6624059536130658,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
2.0950000000000002e-07,7.552991853571404e-08,9.194816283519805e-08,2.0154622337718386,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
2.2945e-07,8.328822130688952e-08,9.227853105311562e-08,1.9514186846222157,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
2.494e-07,5.2587401180905166e-08,9.264323976302955e-08,1.6841495125102754,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
2.6935e-07,9.017338042382315e-08,9.304148145345745e-08,1.996709859772088,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
2.8930000000000003e-07,1.0367257227807294e-07,9.3472374366632e-08,1.9335002897113034,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
3.0925e-07,8.745665011077477e-08,9.393496445082475e-08,1.9925017940783523,1.7179425721785105e-08,375421.0252307981,3.0448986745764657,1.077882504899225e-07,1.3731175298804778e-06
