PulseLength_s,Magnitude_linear,Magnitude_dBm,Fit_linear,Fit_dBm,Phase_rad
1e-08,3.290168054130972e-06,-96.64533841799134,3.3743634845044665e-06,-96.42586278883756,0.9768244350782952
1.0995e-07,3.251312670838899e-06,-96.74852531237077,3.3722123307054054e-06,-96.43140180170518,0.9760497575566406
2.0990000000000002e-07,3.4991858620555637e-06,-96.11035982347418,3.4112866275370944e-06,-96.33133580749643,1.0126639050231654
3.0985000000000004e-07,3.555874117260861e-06,-95.97077248416079,3.487681492776616e-06,-96.13896370763109,1.0317440131142839
4.0980000000000003e-07,3.6911456974480522e-06,-95.64647628196187,3.593896125852985e-06,-95.87838963197893,1.0754923834427168
5.097500000000001e-07,3.7985612068389358e-06,-95.39731747026403,3.7195742353926766e-06,-95.57983542745308,1.096009207478509
6.097000000000001e-07,3.811748545172467e-06,-95.36721517909223,3.852522901013665e-06,-95.27479546282267,1.1077260993586984
7.096500000000001e-07,4.091223827266176e-06,-94.75263524299183,3.97990499822549e-06,-94.99224593474507,1.1513063243077708
8.096e-07,4.099549644655675e-06,-94.73497704351973,4.089487966822276e-06,-94.7563213507166,1.1829531959565782
9.0955e-07,4.310783968393277e-06,-94.29857486202155,4.1708272325987765e-06,-94.58525603298396,1.1613366148480513
1.0095e-06,4.25465397031897e-06,-94.41241514691959,4.216269690725371e-06,-94.49113239467906,1.1508105845629
1.10945e-06,4.372539137485473e-06,-94.17502593480945,4.2216808046849566e-06,-94.47999216693289,1.1594420987330198
1.2094e-06,4.1492790580273374e-06,-94.63024716126178,4.186826277118608e-06,-94.55200121939274,1.1564458813873746
1.30935e-06,4.075365820421448e-06,-94.78636806817337,4.1153731983621066e-06,-94.70151554575938,1.1644105135053693
1.4093e-06,4.059599179972567e-06,-94.82003692117277,4.0145127380455845e-06,-94.91704323796499,1.1289699397698962
1.50925e-06,3.927454229797417e-06,-95.10747739311611,3.894243184290945e-06,-95.18123867390726,1.1402397154655954
1.6092e-06,3.7117106086210034e-06,-95.59821787980721,3.7663848856318165e-06,-95.47120607618868,1.0866771287238597
1.70915e-06,3.6635216670632654e-06,-95.71172475499473,3.643424254139856e-06,-95.75950514169513,1.047636935336338
1.8091e-06,3.4589206827631037e-06,-96.2108879787495,3.5372999999894252e-06,-96.01626216165427,1.0246463964278931
1.90905e-06,3.475084408269156e-06,-96.17039288584293,3.458249691026354e-06,-96.21257310716958,1.0352809553656628
2.009e-06,3.3932020701854825e-06,-96.37750557752295,3.413828156199271e-06,-96.32486692332627,0.9755719006796791
2.10895e-06,3.2880026253508468e-06,-96.6510569306293,3.4081918894528466e-06,-96.33921927108878,0.979872492842197
2.2089e-06,3.5012549122275386e-06,-96.1052254204981,3.441717215242714e-06,-96.25419636039668,1.00135753765391
2.30885e-06,3.518209639017735e-06,-96.06326576073806,3.510987169195027e-06,-96.08111519633731,1.028378761893178
2.4088e-06,3.5904648184143688e-06,-95.88668653137569,3.609146054795684e-06,-95.84161089478103,1.0773368423474936
2.50875e-06,3.671233551593465e-06,-95.69345976847038,3.7265849751230792e-06,-95.56347947054924,1.1081935471801352
2.6087e-06,3.9052891136656115e-06,-95.1566362275097,3.851889768267132e-06,-95.2762230398259,1.1332486161946989
2.70865e-06,4.022660995530001e-06,-94.89943135302967,3.97295776593216e-06,-95.00742107610697,1.1354000093268477
