PulseLength_s,Magnitude_AU,Fit_AU,Phase_rad,A_fit,f_fit_Hz,phi_fit_rad,C_fit,t_pi_s
1e-08,2.534203761335757e-06,2.6237634341588355e-06,-2.2742122849913518,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
3.4950000000000005e-08,2.606365164686573e-06,2.6239143986132107e-06,-2.2833684588675127,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
5.99e-08,2.6795787181451376e-06,2.627541382172485e-06,-2.225143476969018,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
8.485000000000001e-08,2.6967132763215268e-06,2.6346226828608883e-06,-2.253265969905069,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
1.098e-07,2.6255594117221466e-06,2.6451159298726387e-06,-2.250047052631392,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
1.3475e-07,2.5874027739996964e-06,2.658958337096722e-06,-2.262226089060897,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
1.5970000000000003e-07,2.7383210322621446e-06,2.6760670787961948e-06,-2.238463272287147,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
1.8465000000000003e-07,2.626952394512876e-06,2.696339785194145e-06,-2.2550610558750335,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
2.0960000000000002e-07,2.659331128895737e-06,2.7196551550009885e-06,-2.252835302662626,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
2.3455000000000002e-07,2.7772215794254167e-06,2.745873681218042e-06,-2.2274823087684843,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
2.595e-07,2.6961496979162034e-06,2.7748384858745635e-06,-2.258862046724865,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
2.8445000000000004e-07,2.7045671572769388e-06,2.806376258703612e-06,-2.2262453335555916,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
3.0940000000000006e-07,2.8756912672551005e-06,2.8402982941401917e-06,-2.2577990019792415,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
3.3435e-07,2.786261941572828e-06,2.876401620436817e-06,-2.220952541002909,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
3.5930000000000005e-07,2.8449813064203672e-06,2.914470214140471e-06,-2.2017663116934347,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
3.8425e-07,2.8872711197131135e-06,2.9542762926641444e-06,-2.187622199402263,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
4.0920000000000004e-07,2.9485388685689425e-06,2.995581677218904e-06,-2.2099098559083683,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
4.3415000000000006e-07,3.0055047777589882e-06,3.0381392179513955e-06,-2.1865651455240953,5.814500418022164e-07,493554.09479828284,3.0752521115907054,3.2048506358772997e-06,1.0338446215139442e-06
