Delay_us,Magnitude_linear,Fit_linear_at_x,Phase_rad,A_fit,T1_fit_us,C_fit
0.01,4.59181768083879e-06,4.482068580607671e-06,0.8812141077373127,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
0.30998,4.6274865685101905e-06,4.4713524407596026e-06,0.8882998007802507,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
0.60996,4.5586529541233995e-06,4.460730968644078e-06,0.8857552502791685,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
0.9099399999999999,4.511142764646666e-06,4.450203327954396e-06,0.8580774722677535,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
1.2099199999999997,4.59560883553224e-06,4.439768689771892e-06,0.8742341249969564,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
1.5098999999999998,4.464656995146524e-06,4.429426232500674e-06,0.8669629506625337,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
1.8098799999999997,4.441577860289244e-06,4.4191751418029325e-06,0.8910376318974045,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
2.10986,4.392238327760802e-06,4.409014610534821e-06,0.8775973470368582,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
2.4098399999999995,4.380276243185689e-06,4.398943838682901e-06,0.8776652781750958,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
2.7098199999999997,4.3070119327629184e-06,4.388962033301159e-06,0.8736968101670002,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
3.0097999999999994,4.447901214843356e-06,4.3790684084485614e-06,0.8975506642709554,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
3.3097799999999995,4.523859733183559e-06,4.36926218512718e-06,0.8384712151728598,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
3.6097599999999996,4.3429022794180445e-06,4.3595425912208515e-06,0.8483242447114091,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
3.9097399999999993,4.341588272759195e-06,4.349908861434384e-06,0.8598595627402,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
4.209719999999999,4.343551692494429e-06,4.340360237233302e-06,0.8840281047504518,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
4.5097,4.314837591851037e-06,4.330895966784118e-06,0.8395976880813018,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
4.809679999999999,4.383688764688975e-06,4.321515304895136e-06,0.8857408622758693,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
5.109659999999999,4.356893695467001e-06,4.3122175129577766e-06,0.8658211617987868,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
5.40964,4.3137193427977e-06,4.303001858888425e-06,0.8673290357666137,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
5.709619999999999,4.282636966930763e-06,4.2938676170707826e-06,0.8244459752503349,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
6.009599999999999,4.213600143349106e-06,4.284814068298738e-06,0.8492507250404855,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
6.3095799999999995,4.237057146793829e-06,4.275840499719738e-06,0.8418310937491188,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
6.609559999999999,4.276419176741592e-06,4.266946204778656e-06,0.8340094094279038,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
6.909539999999999,4.332250135236006e-06,4.258130483162168e-06,0.8687685002114759,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
7.209519999999999,4.20641751287775e-06,4.249392640743601e-06,0.887389364896851,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
7.509499999999999,4.249241663059684e-06,4.240731989528287e-06,0.8263609195965428,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
7.809479999999999,4.155948445898606e-06,4.2321478475993894e-06,0.876874803591147,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
8.10946,4.345965293192539e-06,4.223639539064212e-06,0.8223624124500512,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
8.409439999999998,4.299743904938317e-06,4.215206394000979e-06,0.8595123032595725,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
8.709419999999998,4.130314200904241e-06,4.206847748406087e-06,0.8292343875108825,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
9.0094,4.242783571695148e-06,4.198562944141827e-06,0.8378231227574935,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
9.309379999999999,4.142719298896064e-06,4.190351328884561e-06,0.8318839923029105,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
9.609359999999999,4.121096394784535e-06,4.182212256073357e-06,0.8270666739084309,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
9.909339999999998,4.206352071351633e-06,4.174145084859089e-06,0.8531359220713797,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
10.209319999999998,4.232514821465521e-06,4.1661491800539695e-06,0.8365198063860745,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
10.5093,4.177901749495718e-06,4.158223912081541e-06,0.8420216276543003,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
10.80928,3.9999804733505035e-06,4.150368656927105e-06,0.8506166324252205,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
11.109259999999997,4.228439247476627e-06,4.142582796088587e-06,0.8142062098993014,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
11.409239999999999,3.9905232654899986e-06,4.134865716527837e-06,0.8303536653084924,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
11.70922,4.046006589319172e-06,4.127216810622362e-06,0.8484188796394615,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
12.009199999999998,4.121380074901833e-06,4.119635476117484e-06,0.8586890931064944,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
12.309179999999998,4.216436380326838e-06,4.112121116078917e-06,0.8107717081937712,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
12.60916,4.115227996540827e-06,4.10467313884577e-06,0.8353167741483367,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
12.909139999999999,4.109980045681943e-06,4.097290957983956e-06,0.8223504114750836,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
13.209119999999999,4.124642206539905e-06,4.089973992240023e-06,0.8392485649367978,1.2133978859680252e-06,33.806739986701814,3.2690295634460426e-06
