Delay_us,Magnitude_linear,Fit_linear_at_x,Phase_rad,A_fit,T1_fit_us,C_fit
0.01,4.218932383215162e-06,4.100754647380973e-06,2.285812148875399,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
0.5099750000000001,4.246415439129082e-06,4.0922279045704944e-06,2.2794482766497555,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
1.00995,4.121502998351143e-06,4.083774602177012e-06,2.288799050399915,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
1.509925,4.026747812488709e-06,4.0753941076618215e-06,2.27735699009421,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
2.0099,4.0870671548978595e-06,4.067085793934243e-06,2.2846452706766125,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
2.509875,4.0429054613267846e-06,4.058849039304698e-06,2.2641818687514776,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
3.00985,4.053801948323373e-06,4.050683227438192e-06,2.257410841171534,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
3.5098249999999998,4.030607207141031e-06,4.042587747308189e-06,2.267081422855987,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
4.0098,4.11323775668586e-06,4.034561993150899e-06,2.283783792751268,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
4.509775,4.116571029649785e-06,4.026605364419944e-06,2.2680178718005526,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
5.00975,4.155339905545261e-06,4.01871726574142e-06,2.2634779615424567,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
5.509725,3.966811248142654e-06,4.010897106869355e-06,2.2786971794767044,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
6.0097000000000005,4.071559241251746e-06,4.0031443026415316e-06,2.269835301258993,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
6.5096750000000005,3.974349212894656e-06,3.995458272935707e-06,2.2925031834986176,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
7.00965,3.9240555301405995e-06,3.9878384426262035e-06,2.269196564547719,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
7.509625,3.986568511525027e-06,3.980284241540872e-06,2.2671213063518505,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
8.0096,3.846700863473102e-06,3.972795104418429e-06,2.280720015427491,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
8.509575,3.894730495393368e-06,3.965370470866157e-06,2.262985785765031,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
9.00955,3.99735593871173e-06,3.9580097853179765e-06,2.2430875766669796,9.90162175615949e-07,57.79886274448386,3.1107637686517946e-06
