Delay_us,Magnitude_linear,Fit_linear_at_x,Phase_rad,A_fit,T1_fit_us,C_fit
0.01,3.880218786328629e-07,3.9255402250127456e-07,2.141616488653285,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
0.34330000000000005,3.8892816402912193e-07,3.8588812051417497e-07,2.1548663942091935,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
0.6766000000000001,3.6683377082430073e-07,3.8018317940432646e-07,2.1348784481988834,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
1.0099,3.885299157718929e-07,3.753006664106122e-07,2.132992162600074,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
1.3432000000000002,3.714257683732356e-07,3.711220197471725e-07,2.1179185776637213,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
1.6765,3.883347702974101e-07,3.6754576957428906e-07,2.1027380284985946,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
2.0098000000000003,3.608453435330771e-07,3.6448507401202763e-07,2.1290627127442234,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
2.3431000000000006,3.606321826876493e-07,3.6186561036379695e-07,2.1551928507130556,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
2.6764,3.436144506078408e-07,3.5962377034252663e-07,2.0197657489201557,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
3.0097,3.636044041621006e-07,3.577051154742432e-07,1.995846796874481,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
3.3430000000000004,3.467719886937574e-07,3.560630551716969e-07,2.0385994158407637,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
3.676300000000001,3.6982275760147567e-07,3.546577153777761e-07,2.1489518642608436,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
4.009600000000001,3.48108347345394e-07,3.534549703060422e-07,2.09828393896696,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
4.3429,3.5339569166116196e-07,3.5242561376619494e-07,2.03429031153527,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
4.6762000000000015,3.4399574397031714e-07,3.515446499518108e-07,1.9871789589839939,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
5.009500000000001,3.428291449278771e-07,3.507906864685949e-07,2.0457946007959307,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
5.3428,3.5812944086814887e-07,3.5014541486408476e-07,2.0111964843291514,4.645586767055281e-08,2.141031668175924,3.463146277938368e-07
