Delay_us,Magnitude_linear,Fit_linear_at_x,Phase_rad,A_fit,T1_fit_us,C_fit
0.01,3.597728491720032e-06,3.687838665160637e-06,1.097467727343951,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
0.40998,3.6313676637449047e-06,3.6861531339415378e-06,1.0801771306716583,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
0.80996,3.723034758905754e-06,3.6844757928881216e-06,1.072310731922352,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
1.2099399999999998,3.736362668800247e-06,3.6828066022035502e-06,1.0970845261726743,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
1.60992,3.693749896896025e-06,3.681145522284361e-06,1.1099599361182182,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
2.0099,3.688266383850403e-06,3.6794925137195307e-06,1.0802390519218876,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
2.40988,3.7175391190170966e-06,3.677847537289536e-06,1.0502243682713068,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
2.80986,3.7178626266658824e-06,3.676210553965426e-06,1.0642916745323705,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
3.20984,3.6695815616868454e-06,3.6745815249078955e-06,1.0714176864765639,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
3.60982,3.7120935778309744e-06,3.6729604114663635e-06,1.0680584422963015,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
4.0098,3.5406829306114514e-06,3.671347175178056e-06,1.0998630240224612,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
4.40978,3.5396171061915103e-06,3.669741777767093e-06,1.0535023689469476,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
4.80976,3.6244281946842743e-06,3.6681441811435816e-06,1.0517256624709435,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
5.20974,3.7029833565326903e-06,3.666554347402711e-06,1.0535155542441264,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
5.60972,3.7277763156290866e-06,3.6649722388238543e-06,1.0736991607690645,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
6.0097000000000005,3.6497565455847026e-06,3.6633978178696716e-06,1.0535533889851811,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
6.40968,3.7011975147204264e-06,3.6618310471852223e-06,1.0552037184195657,3.4692356657526635e-07,82.11549339445229,3.3409573442602082e-06
